id	nome	data	estado	cidade	conteudo	resposta	status
10	Rappi	 24/04/2021	MG	Juiz de Fora	"
				No mês de janeiro de 2021 fui diagnosticado com  covid 19 , entrei em contato com o time rappi para avisar que estava doente e que teria que me ausentar do trabalho por algum tempo até que me curasse , 
Eu recebi um valor de 425 reais da rappi referente ao fundo do covid 19 
Porém desativaram minha conta é até hoje após quase 3 meses não habilitadaram ela novamente"	"
				Olá, prezado!_x005F_x000D_
_x005F_x000D_
Estamos dando continuidade à sua tratativa via e-mail._x005F_x000D_
_x005F_x000D_
Em caso de dúvidas, seguiremos à disposição._x005F_x000D_
_x005F_x000D_
Atenciosamente_x005F_x000D_
Equipe Rappi."	"
				Não avaliado pelo consumidor"
11	Faculdade Unopar	 23/04/2021	MG	Iapu	"
				Não foi mim passada todas as informações correta com relação a segunda graduação e depois informado que teria que pagar uma taxa para realizar a analise do histórico ao qual não foi mim passado não do contrato."	"
				_x005F_x000D_
Olá Everaldo boa tarde _x005F_x000D_
_x005F_x000D_
_x005F_x000D_
Referente a sua reclamação formalizada por meio deste canal, informamos que os detalhes da tratativa da instituição foram inseridos na área de ""interação com o consumidor"" por conter informações e dados sigilosos._x005F_x000D_
_x005F_x000D_
Permanecemos à disposição para demais esclarecimentos._x005F_x000D_
_x005F_x000D_
Atenciosamente, _x005F_x000D_
Central de Relacionamento com o Aluno _x005F_x000D_
Unopar_x005F_x000D_
"	"
				Não avaliado pelo consumidor"
12	Seguros Sura	 16/04/2021	MG	Contagem	"
				Fiz abertura de Sinistro perante a empresa citada pelo Furto de minha Bicicleta que está Segurada perante a Seguradora juntamente do meu Seguro Residencial. _x005F_x000D_
O Sinistro foi aberto em 08/04/2021, data que ocorreu o Furto. A Seguradora me informou que teria o prazo de 48 após a abertura do Sinistro para dar seguimento ao Processo. Liguei várias vezes para a Seguradora através do telefone XXX.XXX.XXX-XX e sempre falaram que iam encaminhar para a analista do Sinistro mas até a presente data não houve o retorno da mencionada analista."	"
				Prezado Senhor,_x005F_x000D_
Boa tarde, tudo bem?_x005F_x000D_
_x005F_x000D_
Informamos que a resposta à vossa reclamação foi enviada ao e-mail cadastrado na presente plataforma._x005F_x000D_
_x005F_x000D_
Agradecemos vosso contato e ficamos à sua disposição para o que se fizer necessário._x005F_x000D_
_x005F_x000D_
Qualquer problema, por gentileza, volte a nos contatar._x005F_x000D_
_x005F_x000D_
Atenciosamente,_x005F_x000D_
Ouvidoria_x005F_x000D_
Seguros SURA"	"
				Não avaliado pelo consumidor"
13	NET	 15/04/2021	MG	Juiz de Fora	"
				Na data de hoje 15/04/2021 entrei em contato com a NET pois há três meses consecutivos vêm sendo cobrado um serviço em minha fatura, na qual eu não contratei, é uma mensalidade de assistência técnica no valor de 34,90, fui informado que esse serviço está ativo desde abril do ano passado, porém esse serviço só começou a ser cobrado em minha fatura há três meses e com isso desde que verifiquei o ocorrido ligo todos os meses qdo chega a fatura peço a contestação e o cancelamento do mesmo, já que eu em momento algum fiz essa solicitação, ai sou informado que o cancelamento foi feito e no mês seguinte vem a cobrança novamente. Hoje nem a contestação foi feita, fiquei mais de 20 minutos numa ligação para ser informado que teria que espearar até 48 horas pro setor responsável entrar em contato para ver a possibilidade da contestação. Peço que entre em contato no número XXX.XXX.XXX-XX e falar com josiane, que é minha esposa, pois não posso atender telefone em horario de trabalho"	"
				""Prezado(a) Sr(a). nelio, Em atenção à sua reclamação verifique o """"ANEXO"""" ao lado da opção """"DETALHES"""" a carta resposta contendo todas as informações de tratamento. Observação: Em caso de consulta pelo celular, poderá não ser disponibilizado a carta em anexo pois depende da funcionalidade de cada aparelho. Dessa forma, caso não consiga visualizar o anexo através do seu aparelho celular, orientamos acessar a resposta através do computador/Tablet. Qualquer dificuldade em visualizar o anexo ou dúvida na solução apresentada, você poderá nos contatar utilizando a opção “Interagir com Fornecedor”, ou ainda, através dos canais exclusivos informados na carta em anexo. Atenciosamente, ALINE"""	"
				Não avaliado pelo consumidor"
14	NET	 15/04/2021	MG	Belo Horizonte	"
				Conforme reclamações anteriores, requeiro seja encaminhado as faturas desde abril de 2016 para análise."	"
				""Prezado(a) Sr(a). João, Em atenção à sua reclamação verifique o """"ANEXO"""" ao lado da opção """"DETALHES"""" a carta resposta contendo todas as informações de tratamento. Observação: Em caso de consulta pelo celular, poderá não ser disponibilizado a carta em anexo pois depende da funcionalidade de cada aparelho. Dessa forma, caso não consiga visualizar o anexo através do seu aparelho celular, orientamos acessar a resposta através do computador/Tablet. Qualquer dificuldade em visualizar o anexo ou dúvida na solução apresentada, você poderá nos contatar utilizando a opção “Interagir com Fornecedor”, ou ainda, através dos canais exclusivos informados na carta em anexo. Atenciosamente, ALINE"""	"
				Não avaliado pelo consumidor"
15	Banco Daycoval	 09/04/2021	MG	Montes Claros	"
				Banco Daycovall desconta parcelas de consignado duas vezes no mês de abril 2021: na fonte Governo de MG-SEPLAG-Contracheque e na minha conta Corrente no Banco do Brasil Ag. XXXXX-X Ct. XXXXX-X Anelito Pereira de Oliveira._x005F_x000D_
Mesmo assim, Banco Daycovall mantém restrição meu nome no Cadastro de Credores SCR Banco Central que lista consumidores que deram prejuízo ao Sistema Financeiro._x005F_x000D_
Já reclamei do Banco nesta Plataforma. O Banco esclareceu que não estou em atraso  com o pagamento do empréstimo e propôs quitação do valor ainda devido. _x005F_x000D_
Banco indicou telefone XXX.XXX.XXX-XX para que eu me manifestasse sobre interesse em quitação do empréstimo._x005F_x000D_
Tentei inúmeras vezes falar nesse telefone e não fui atendido._x005F_x000D_
Em contrapartida, o Banco tem feito contato comigo via whatsApp propondo refinanciamento de empréstimo, situação em que eu receberia um ""troco"" de cerca de R$ 9.000,00._x005F_x000D_
Que absurdo!"	"
				Prezado(a)_x005F_x000D_
Diante de sua reclamação registrada por meio da plataforma “consumidor. gov” investimos todos os nossos esforços para solução do tema abordado, sendo realizada análise pormenorizada, cuja conclusão foi disponibilizada ao senhor (a) por meio do campo “Anexo”, em obediência ao artigo 5º, XII, da Constituição Federal de 1988 e a Lei Complementar nº 105, de 10/01/2001, que disciplinam o sigilo das operações de instituições financeiras, bem como aos Termos de Uso._x005F_x000D_
Aproveitamos a oportunidade para divulgar o atendimento Daycoval na internet em https://www.daycoval.com.br/institucional/central-atendimento. Nesta página poderá registrar solicitações, esclarecer dúvidas ou se preferir, também poderá nos contatar através de nossos telefones 0300 111 0500 Central de Serviços; 0800 775 0500 SAC – para reclamações, sugestão ou elogios; 0800 775 2005 para deficientes auditivos e ainda, caso não tenha sua manifestação atendida satisfatoriamente acione nossa Ouvidoria em http://www.daycoval.com.br/default.asp?area=ouvidoria ou pelo telefone 0800 777 0900._x005F_x000D_
"	"
				Não avaliado pelo consumidor"
16	Banco Daycoval	 09/04/2021	MG	Sarzedo	"
				Venho por meio desta reclamação pedir que encaminhem no meu email: XXXXXXXXXXX@XXXXX.XXX, o meu contrato de financiamento veicular de um veiculo Toyota Corolla, ano 06/07, placa HFP9182, com o valor da parcela de R$712,87, para analise de valores no mesmo contidos. _x005F_x000D_
_x005F_x000D_
Agradeço grandemente e aguardo retorno."	"
				Prezado(a)_x005F_x000D_
Diante de sua reclamação registrada por meio da plataforma “consumidor. gov” investimos todos os nossos esforços para solução do tema abordado, sendo realizada análise pormenorizada, cuja conclusão foi disponibilizada ao senhor (a) por meio do campo “Anexo”, em obediência ao artigo 5º, XII, da Constituição Federal de 1988 e a Lei Complementar nº 105, de 10/01/2001, que disciplinam o sigilo das operações de instituições financeiras, bem como aos Termos de Uso._x005F_x000D_
Aproveitamos a oportunidade para divulgar o atendimento Daycoval na internet em https://www.daycoval.com.br/institucional/central-atendimento. Nesta página poderá registrar solicitações, esclarecer dúvidas ou se preferir, também poderá nos contatar através de nossos telefones 0300 111 0500 Central de Serviços; 0800 775 0500 SAC – para reclamações, sugestão ou elogios; 0800 775 2005 para deficientes auditivos e ainda, caso não tenha sua manifestação atendida satisfatoriamente acione nossa Ouvidoria em http://www.daycoval.com.br/default.asp?area=ouvidoria ou pelo telefone 0800 777 0900._x005F_x000D_
"	"
				Não avaliado pelo consumidor"
17	Mercado Pago	 22/04/2021	MG	Sabará	"
				Pela minha maquininha do mercado pago não descontaram nada e o meu dinheiro da maquininha some"	"
				Olá, Graziele!_x005F_x000D_
_x005F_x000D_
Agradeço por aguardar nossa resposta! Enviamos detalhes sobre a sua solicitação na interação anterior._x005F_x000D_
_x005F_x000D_
Qualquer outra dúvida, sinta-se à vontade para entrar em contato com a nossa equipe de atendimento através deste link: https://www.mercadopago.com.br/ajuda._x005F_x000D_
_x005F_x000D_
Equipe Mercado Pago_x005F_x000D_
_x005F_x000D_
"	"
				Não avaliado pelo consumidor"
18	Mercado Pago	 18/04/2021	MG	Pouso Alegre	"
				Sempre realizei os meus jogos lotéricos online e nunca tive problemas com pagamento via cartão de crédito, porém no dia 11/04/2021 tente realizar o pagamento dos jogos e dava a mensagem que a minha compra não estava sendo autorizada, tentei com todos os meus cartões de crédito (3 cartões no total) e sempre a mesma mensagem de não autorizados, liguei para o atendimento dos meus cartões e obtive a informações que todos eles estão OK e com limites ou seja, o problema não era os cartões._x005F_x000D_
 Na segunda-feira 12/04/2021 liguei para Caixa Loterias, onde fui informado que o problema está no meio de pagamento nesse caso Mercado Pago, entrei em contato com o mercado pago por email no mesmo dia, porém as respostas são sempre automáticas e não resolvem nada."	"
				Olá Sebastião, como vai?_x005F_x000D_
_x005F_x000D_
Antes de mais nada, nós do Grupo Mercado Livre agradecemos o seu contato e pedimos desculpas por eventuais transtornos causados. Esperamos continuar contando com a sua preferência!_x005F_x000D_
_x005F_x000D_
Para conferir a resposta, pedimos que clique no *anexo*. Lá explicamos direitinho todas as ações tomadas, e o porquê. Caso não esteja visualizando o anexo pelo smartphone, aconselhamos a acessar pelo computador._x005F_x000D_
Qualquer outra dúvida, sinta-se à vontade para entrar em contato com a nossa equipe de atendimento através dos links abaixo: _x005F_x000D_
http://contato.mercadolivre.com.br/ajuda_x005F_x000D_
https://www.mercadopago.com.br/ajuda_x005F_x000D_
_x005F_x000D_
Estamos sempre à disposição!_x005F_x000D_
Atenciosamente,_x005F_x000D_
Equipe Mercado Pago_x005F_x000D_
_x005F_x000D_
"	"
				Não avaliado pelo consumidor"
19	Mercado Pago	 23/04/2021	MG	Uberlândia	"
				Enviei pagamentos para Mercado Pago em nome de Rafael Vieira Santos, CPF XXX.XXX.XXX-XX pela compra de um computador usado do Mercado Livre. Houve um desvinculo do produto ao pagamento (não sei como) e o vendedor sumiu após dois dias e não enviou o produto."	"
				Olá, Marcia!_x005F_x000D_
_x005F_x000D_
Agradeço por aguardar nossa resposta! Enviamos detalhes sobre a sua solicitação na interação anterior._x005F_x000D_
_x005F_x000D_
Qualquer outra dúvida, sinta-se à vontade para entrar em contato com a nossa equipe de atendimento através deste link: https://www.mercadopago.com.br/ajuda._x005F_x000D_
_x005F_x000D_
Equipe Mercado Pago_x005F_x000D_
"	"
				Não avaliado pelo consumidor"
20	Mercado Pago	 20/04/2021	MG	Montes Claros	"
				Estou a pouco tempo no mercado livre, minha primeira venda e já estou com problema. O mercado livre suspendeu a minha conta, sem motivos! preciso que resolvam meu problema o mais rápido possível. indignada com a plataforma!"	"
				Olá, Maria!_x005F_x000D_
_x005F_x000D_
Agradeço por aguardar nossa resposta, estávamos buscando uma melhor solução para você._x005F_x000D_
_x005F_x000D_
Enviamos detalhes sobre a resolução de seu problema na interação anterior._x005F_x000D_
_x005F_x000D_
Queremos ouvir você! Aqui na plataforma do Consumidor.gov.br, clicando no botão ""Avaliar resposta do Fornecedor"", você pode falar sobre sua experiência com este atendimento. Sua participação é muito importante para nós!_x005F_x000D_
_x005F_x000D_
Equipe Mercado Pago_x005F_x000D_
"	"
				Não avaliado pelo consumidor"
